valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,speechiness,tempo,emotion
0.545,2020,0.189,['Maluma'],0.787,200198,0.728,0,4uoR6qeWeuL4Qeu2qJzkuG,2.29E-05,6,0.0629,-3.455,0,Hawái,92,0.389,180.066,1
0.464,2020,0.00668,['BLACKPINK'],0.658,192760,0.733,0,4Ws314Ylb27BVsvlZOy30C,0,6,0.118,-4.756,1,Lovesick Girls,85,0.0586,127.977,2
0.625,2020,0.662,['Morgan Wallen'],0.657,161773,0.54,0,0SErdEdRcVX1uJCf1eTGYH,0,5,0.123,-7.675,1,Somebody’s Problem,77,0.0287,136.97,4
0.653,2020,0.101,['J Balvin'],0.842,206373,0.828,0,4OnMBuZcNWujxUruIrwOLh,0.00179,6,0.0579,-2.495,0,Azul,7,0.0696,94.015,1
0.668,2020,0.0334,['J Balvin'],0.72,199947,0.669,0,6pxcVCvNr5fE58r5vxxzhF,0,4,0.147,-6.244,0,Tranquila,6,0.207,175.934,1
0.866,2020,0.228,['J Balvin'],0.749,171093,0.815,0,0WRMSjQqv4PZfxA2CxrvhS,0.00117,5,0.0838,-6.381,0,Ginza,2,0.083,102.218,1
0.781,2020,0.313,['J Balvin'],0.768,194040,0.703,0,2HZSCXH3YdyLaeLXfYUHFs,0,7,0.12,-11.106,0,En Lo Oscuro,0,0.128,93.99,4
0.604,2020,0.531,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",0.689,205600,0.675,0,2iEQYZMYCS8XWlHBRCBzDE,3.17E-06,0,0.115,-4.281,1,Safari,1,0.32,180.077,1
0.816,2020,0.193,['J Balvin'],0.774,189027,0.914,0,34cW1xvprManGd2DJidn4c,0,7,0.427,-4.739,1,Sin Compromiso,2,0.159,98.031,4
0.591,2020,0.229,"['J Balvin', 'Daddy Yankee']",0.675,201200,0.768,0,3YKARHDIUMEPSs5LYhSajH,0,11,0.117,-3.467,0,Pierde Los Modales,3,0.26,180.053,1
0.92,2020,0.157,['J Balvin'],0.718,226413,0.711,0,3jkvfonVKQb5R0f4b9soAf,5.52E-05,8,0.1,-5.746,0,Ay Vamos,1,0.11,173.916,1
0.816,2020,0.193,['J Balvin'],0.774,189027,0.914,0,46ymHFnptO1cgql9FBxk20,0,7,0.427,-4.739,1,Sin Compromiso,1,0.159,98.031,1
0.604,2020,0.531,"['J Balvin', 'Pharrell Williams', 'BIA', 'Sky']",0.689,205600,0.675,0,4j9bUBWorNXVrmT2fppDgv,3.17E-06,0,0.115,-4.281,1,Safari,1,0.32,180.077,1
0.804,2020,0.246,['J Balvin'],0.737,179107,0.918,0,4osSdLOPjNN9i3vcw9OEle,0,9,0.29,-5.843,0,Me Gustas Tu,1,0.0977,110.038,4
0.396,2020,0.0402,['J Balvin'],0.8,226960,0.548,0,4xXmnT3AdMD4oIOfjIjc0Q,2.48E-05,8,0.0609,-8.107,0,Sola,3,0.0393,112.032,3
0.845,2020,0.0153,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0,4yWyydwDxXx4mif7oFtLb4,0.00506,5,0.293,-1.587,0,Bonita,0,0.0418,96.033,1
0.866,2020,0.228,['J Balvin'],0.749,171093,0.815,0,5ClJG6BXQ6eR45OfaDuuBR,0.00117,5,0.0838,-6.381,0,Ginza,0,0.083,102.218,1
0.668,2020,0.0334,['J Balvin'],0.72,199947,0.669,0,5O0zJqSMxigByaQVpMiWxX,0,4,0.147,-6.244,0,Tranquila,1,0.207,175.934,1
0.924,2020,0.0785,['J Balvin'],0.727,187187,0.776,0,5QRG2MFJhnFeT2CwOT22hm,0,10,0.692,-5.135,0,Mami,0,0.252,171.874,4
0.924,2020,0.0785,['J Balvin'],0.727,187187,0.776,0,5vE4i6VrVxH04x8EvRJIfj,0,10,0.692,-5.135,0,Mami,0,0.252,171.874,4
0.92,2020,0.157,['J Balvin'],0.718,226413,0.711,0,6FAjNf9FSUESRvDd8NugLO,5.52E-05,8,0.1,-5.746,0,Ay Vamos,0,0.11,173.916,1
0.866,2020,0.228,['J Balvin'],0.749,171093,0.815,0,6H4M3xHZqto9nMrXUVIje7,0.00117,5,0.0838,-6.381,0,Ginza,0,0.083,102.218,1
0.92,2020,0.157,['J Balvin'],0.718,226413,0.711,0,6X7X7kWus6CllBZ3s5puBR,5.52E-05,8,0.1,-5.746,0,Ay Vamos,1,0.11,173.916,1
0.924,2020,0.0785,['J Balvin'],0.727,187187,0.776,0,6d97KmrQGLdE6TVfGTW3PD,0,10,0.692,-5.135,0,Mami,0,0.252,171.874,1
0.469,2020,0.0223,"['J Balvin', 'Willy William', 'Beyoncé']",0.76,209733,0.716,0,6e6wM3b7msW1ErixIBpW2T,0,11,0.231,-6.36,0,Mi Gente,2,0.0817,105.007,2
0.92,2020,0.157,['J Balvin'],0.718,226413,0.711,0,6lXWu63nx0y9ZlGvM7KRr6,5.52E-05,8,0.1,-5.746,0,Ay Vamos,0,0.11,173.916,1
0.845,2020,0.0153,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0,6y2WRdRMX3BEC4zNcOGAiT,0.00506,5,0.293,-1.587,0,Bonita,0,0.0418,96.033,1
0.668,2020,0.0334,['J Balvin'],0.72,199947,0.669,0,70gTTmIz0WplVuPtWupcJp,0,4,0.147,-6.244,0,Tranquila,0,0.207,175.934,1
0.845,2020,0.0153,"['J Balvin', 'Jowell & Randy']",0.774,265933,0.873,0,77HpTXLrrQVTiApGqHkPph,0.00506,5,0.293,-1.587,0,Bonita,0,0.0418,96.033,2
0.768,2020,0.89,"['J Balvin', 'ROSALÍA']",0.524,159573,0.384,0,7FSv6GOVOyGoqtPksSchXz,0,9,0.0964,-10.049,0,Brillo,5,0.36,145.947,4
0.68,2020,0.0545,"['J Balvin', 'Wisin', 'Yandel']",0.769,202347,0.759,0,7IfdPERQJutZVYZemjrPBG,0.000628,6,0.1,-4.392,0,Peligrosa,3,0.051,105.993,4
0.866,2020,0.228,['J Balvin'],0.749,171093,0.815,0,7ePXc7ekF2EvlxrOqYhSBt,0.00117,5,0.0838,-6.381,0,Ginza,0,0.083,102.218,1
0.938,2020,0.154,['J Balvin'],0.896,201280,0.859,0,7xc7jMuj8gw2rRsnAobfrT,0.000109,11,0.212,-4.232,0,Sigo Extrañándote,3,0.21,93.016,1
0.467,2020,0.213,['The Kid LAROI'],0.662,161385,0.413,1,27OeeYzk6klgBh83TSvGMA,0,0,0.134,-7.357,1,WITHOUT YOU,81,0.0299,93.005,2
0.364,2020,0.42,['BTS'],0.547,254950,0.605,0,0n2moJpAEWHwaPYYjkzMDl,0,8,0.125,-6.755,1,Blue & Grey,84,0.0415,121.953,4
0.549,2020,0.0676,"['Shawn Mendes', 'Justin Bieber']",0.652,178994,0.383,0,2Z8yfpFX0ZMavHkcIeHiO1,0,2,0.0828,-7.076,0,Monster (Shawn Mendes & Justin Bieber),87,0.0516,145.765,4
0.457,2020,0.00786,['Ava Max'],0.637,162399,0.69,0,1InCpEliLCkWHOBdXW7XSx,0,1,0.124,-4.057,0,Kings & Queens,87,0.0405,129.857,2
0.61,2020,0.12,['Russell Dickerson'],0.501,186613,0.788,0,1D7cfiC5mxqHfTCcOiRBej,0,10,0.137,-4.624,1,Love You Like I Used To,77,0.0415,152.047,1
0.142,2020,0.0485,"['Future', 'Lil Uzi Vert']",0.773,193859,0.505,1,6GK5du9ndZ7ZwMBrTRTGMH,0,5,0.158,-5.716,0,Plastic,73,0.061,160.031,2
0.298,2020,0.00584,['Juice WRLD'],0.621,136408,0.695,1,7AvprzMsRJpybaalckaT8c,0,4,0.086,-5.124,1,Man Of The Year,79,0.0911,173.966,2
0.388,2020,0.0383,"['The Kid LAROI', 'YoungBoy Never Broke Again', 'Internet Money']",0.779,153147,0.642,1,13EW51DKru044OJDJ9Bm8o,0,8,0.2,-6.321,0,TRAGIC (feat. Youngboy Never Broke Again & Internet Money),80,0.116,82.363,2
0.152,2020,0.778,"['Taylor Swift', 'Bon Iver']",0.298,285634,0.38,0,4pvb0WLRcMtbPGmtejJJ6y,5.62E-05,6,0.11,-8.426,1,exile (feat. Bon Iver),82,0.0287,75.602,2
0.685,2020,0.0103,"['Bad Bunny', 'Jowell & Randy', 'Ñengo Flow']",0.607,295177,0.829,1,2DEZmgHKAvm41k4J3R2E9Y,0,2,0.107,-4.074,1,Safaera,85,0.379,96.172,4
0.646,2020,0.021,"['Lady Gaga', 'Ariana Grande']",0.672,182200,0.855,0,24ySl2hOPGCDcxBxFIqWBu,0,9,0.323,-3.764,1,Rain On Me (with Ariana Grande),86,0.0397,123.056,1
0.227,2020,0.294,"['Rod Wave', 'ATR Son Son']",0.904,167184,0.252,1,1ENdcyhqdylaLsPVgB83qq,0,5,0.104,-17.54,0,Rags2Riches (feat. ATR Son Son),79,0.11,117.994,3
0.568,2020,0.0582,"['King Von', 'Polo G']",0.831,202413,0.62,1,5NOUjBikzECEJyZMTxtErD,0,6,0.119,-8.397,0,The Code (feat. Polo G),78,0.338,133.17,1
0.588,2020,0.0484,['BTS'],0.764,222243,0.526,0,3QH8rQGNFX8VLbCgZ7uPTS,0,11,0.0718,-7.355,1,Fly To My Room,84,0.212,114.91,4
0.544,2020,0.00184,"['Megan Thee Stallion', 'Young Thug']",0.933,187941,0.757,1,3yv7994DWTEk3ihwy75YBQ,0,2,0.135,-3.212,1,Don’t Stop (feat. Young Thug),78,0.117,137.993,1
0.737,2020,0.19,['CJ'],0.711,123429,0.598,1,5vGLcdRuSbUhD8ScwsGSdA,0,3,0.15,-7.621,0,Whoopty,84,0.182,140.175,1
0.453,2020,0.021,['Bad Bunny'],0.86,172127,0.758,0,0SqqAgdovOE24BzxIClpjw,6.54E-05,11,0.344,-5.16,1,Yo Perreo Sola,85,0.0695,97.014,2
0.153,2020,0.0127,['Lil Baby'],0.59,252729,0.618,1,44gRhRi2OhEf7moAUj6MD1,0,1,0.244,-5.756,1,The Bigger Picture,78,0.334,96.459,3
0.506,2020,0.00021,['Machine Gun Kelly'],0.533,205159,0.858,1,6mADjHs6FXdroPzEGW6KVJ,0,2,0.148,-4.212,1,bloody valentine,80,0.0766,160.057,4
0.172,2020,0.757,['Taylor Swift'],0.777,210252,0.357,1,0Jlcvv8IykzHaSmj49uNW8,7.28E-06,0,0.108,-6.942,1,the 1,80,0.0522,139.883,3
0.57,2020,0.00782,['BTS'],0.787,202313,0.669,0,2FVpOsjT1iquZ3SpCjZ9Ne,0,5,0.123,-4.333,0,Telepathy,84,0.0428,104.994,4
0.411,2020,0.454,"['MAX', 'SUGA']",0.746,172245,0.611,0,5dn6QANKbf76pANGjMBida,0.000922,0,0.133,-7.034,0,Blueberry Eyes (feat. SUGA of BTS),84,0.101,149.967,3
0.242,2020,0.0016,"['City Girls', 'Doja Cat']",0.943,218333,0.641,1,5EzL7hGT9g2Tvqsy158Lu9,0,1,0.211,-5.598,1,Pussy Talk,78,0.191,99.099,2
0.785,2020,0.112,"['Future', 'Lil Uzi Vert']",0.866,210175,0.72,1,5syD6f38Jhckk5g9DgoCta,0,7,0.172,-6.641,0,Bought A Bad Bitch,71,0.0646,136.077,1
0.571,2020,0.187,"['YoungBoy Never Broke Again', 'Lil Wayne']",0.778,192000,0.662,1,7IECs9d4Rrlpa7tiHOCE1w,0,8,0.116,-6.081,0,My Window (feat. Lil Wayne),78,0.308,149.935,1
0.271,2020,0.0116,['Future'],0.867,181040,0.517,1,0NXeZp31dd0cJ9t8FdKsTg,0,2,0.31,-6.914,1,Rockstar Chainz,71,0.307,143.043,2
0.484,2020,0.0132,['BTS'],0.731,239722,0.845,0,54DmTIv86D3sYdiawjULQ0,0,8,0.0782,-5.352,1,Dis-ease,83,0.132,101.085,3
0.62,2020,0.349,"['21 Savage', 'Metro Boomin', 'Young Thug']",0.825,190331,0.733,1,3ruoIF2UnoXdzK8mR61ebq,0,1,0.112,-5.625,0,Rich Nigga Shit (feat. Young Thug),78,0.0969,97.974,4
0.191,2020,0.884,['Alexander 23'],0.629,184638,0.306,0,47EWMOElkkbMp5m9SBkx7d,0.0776,1,0.124,-11.735,1,IDK You Yet,83,0.0424,76.994,3
0.645,2020,0.0277,"['Polo G', 'Stunna 4 Vegas', 'NLE Choppa', 'Mike WiLL Made-It']",0.92,165726,0.833,1,4PklAHGXT5ityno3IA8SKd,0,1,0.0596,-3.18,1,Go Stupid,77,0.253,141.034,1
0.531,2020,0.512,['KAROL G'],0.718,189653,0.712,0,7x4ASXYEKfQBCewcZhK776,0.00121,11,0.104,-4.366,1,"Ay, DiOs Mío!",91,0.174,180.034,1
0.221,2020,0.0159,"['Future', 'Lil Uzi Vert']",0.827,204117,0.615,1,7yOoJXW6wkpzlJpfjDKhIV,0,7,0.307,-5.879,1,She Never Been To Pluto,71,0.222,132.996,2
0.341,2020,0.114,['BTS'],0.582,204800,0.693,0,3ndCsZfq8OVwwkz9mmZvUz,0,6,0.13,-5.048,1,Stay,83,0.0465,125.904,2
0.522,2020,0.00667,['WhoHeem'],0.839,159955,0.683,1,6fMzgFFGzWCwiHMzDzNpp5,0,10,0.241,-9.232,0,Lets Link,74,0.165,120.003,1
0.837,2020,0.321,['Drake'],0.834,247059,0.454,1,127QTOFJsJQp5LbJbu3A1y,6.15E-06,1,0.114,-9.75,0,Toosie Slide,84,0.201,81.618,4
0.0384,2020,0.0263,"['Trippie Redd', 'PARTYNEXTDOOR']",0.474,283270,0.681,0,3WnTQDd9A3bpBfzCziElU9,4.27E-05,4,0.0972,-3.473,0,Excitement,79,0.038,121.96,3
0.274,2020,0.0185,['Moneybagg Yo'],0.929,155168,0.667,1,3sKz6Sd72K0ofPWcJPPk6H,0,8,0.1,-6.789,0,Said Sum,76,0.353,126.998,2
0.357,2020,0.0375,['BLACKPINK'],0.812,180947,0.8,0,4SFknyjLcyTLJFPKD2m96o,0.000112,11,0.0638,-4.282,1,How You Like That,85,0.077,130.036,3
0.963,2020,0.0907,"['Lele Pons', 'Guaynaa']",0.905,155825,0.686,0,11EnQRgRMJwMAesfkB5pnu,0,0,0.266,-3.152,1,Se Te Nota (with Guaynaa),92,0.0664,103.013,1
0.68,2020,0.269,"['Jay Wheeler', 'DJ Nelson', 'Myke Towers']",0.845,219048,0.677,0,4HYDUMY0xSpeBr0AMY9cUz,0.000917,11,0.108,-4.798,0,La Curiosidad,92,0.136,90.013,4
0.682,2020,0.133,"['Future', 'Lil Uzi Vert']",0.83,186847,0.735,1,3h1LpNOGh1NgKVQPetS2Ed,0,5,0.216,-5.23,1,Bankroll,70,0.301,139.932,1
0.296,2020,0.0693,"['The Kid LAROI', 'Machine Gun Kelly']",0.721,144860,0.632,1,0DYNL4xbYWgNzppUamtyR4,0,5,0.291,-6.695,0,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)",80,0.0358,92.057,2
0.578,2020,0.0154,"['Future', 'Lil Uzi Vert']",0.898,184737,0.641,1,5qk0TivMEVkujTu7xJLKu7,0,11,0.665,-7.673,0,Off Dat,70,0.297,151.937,1
0.263,2020,0.0172,"['Marshmello', 'Demi Lovato']",0.743,159863,0.837,0,0zzVTGyRrWpQu8Fr28NRAv,0,1,0.0743,-5.025,0,OK Not To Be OK,84,0.0649,103.072,2
0.529,2020,0.00405,"['Future', 'Lil Uzi Vert']",0.615,243936,0.584,1,7JwmlNz8ic9ATnLn7DyAKx,0,1,0.114,-5.638,1,I Don’t Wanna Break Up,70,0.235,162.169,4
0.59,2020,0.0391,['Lil Uzi Vert'],0.494,261781,0.743,1,2N7KguJOBZtV2Px3T1z5sB,0,7,0.068,-6.716,0,Lullaby,70,0.441,160.084,4
0.497,2020,0.345,['Justin Bieber'],0.677,208520,0.506,0,4yxi9Jex4hlWmcPHUPPMNG,0,9,0.118,-6.652,0,Yummy,6,0.0964,145.843,4
0.838,2020,0.212,['KAROL G'],0.863,178947,0.666,1,7vrJn5hDSXRmdXoR30KgF1,0.000493,1,0.103,-4.158,0,BICHOTA,91,0.152,163.908,1
0.523,2020,0.183,"['Future', 'Lil Uzi Vert']",0.862,222295,0.624,1,5iHaOaMTQA3f24kD4oTR2x,0,8,0.195,-5.348,1,Moment of Clarity,70,0.147,122.029,1
0.515,2020,0.48,['Anuel AA'],0.694,212312,0.796,1,6yVkakCN460KOVol9ZazjH,0.000384,6,0.108,-4.164,1,Reggaetonera,83,0.0565,93.064,4
0.532,2020,0.17,['Juice WRLD'],0.654,186749,0.452,1,7d94IqWX2UmSKMGUYSGFJG,0,7,0.114,-6.36,1,Bad Energy,78,0.0439,138.034,1
0.394,2020,0.291,"['Juice WRLD', 'Trippie Redd']",0.66,180129,0.76,1,5JAYDuLRkODlVt6dgoalKk,0,2,0.632,-5.726,1,Tell Me U Luv Me (with Trippie Redd),78,0.0787,127.984,2
0.568,2020,0.608,"['Sista Prod', 'Subvrbs']",0.768,154599,0.339,0,0qUcpOOna3kkrwfqky85e1,0.000956,0,0.261,-13.169,1,Eyes Blue Like The Atlantic (feat. Subvrbs),83,0.777,76.229,3
0.645,2020,0.268,"['NLE Choppa', 'Roddy Ricch']",0.867,173288,0.744,1,4cSSL3YafYjM3yjgFO1vJg,0,2,0.0713,-5.171,1,Walk Em Down (feat. Roddy Ricch),79,0.227,84.005,1
0.86,2020,0.317,"['Justin Bieber', 'Quavo']",0.811,212869,0.553,0,364dI1bYnvamSnBJ8JcNzN,0,9,0.105,-6.644,1,Intentions,83,0.0552,148.014,1
0.457,2020,0.00728,"['The Kid LAROI', 'Lil Tecca']",0.686,172005,0.703,1,7gVwgc8b3XnO87TpmXXFA5,0,6,0.0946,-6.141,0,Diva (feat. Lil Tecca),80,0.0606,144.902,3
0.463,2020,0.109,['The Kid LAROI'],0.6,195268,0.723,1,3jlxX3VXPiY3lvBBbppQD3,0,6,0.167,-4.928,0,TELL ME WHY,78,0.158,149.881,3
0.824,2020,0.402,['Bad Bunny'],0.9,170972,0.603,0,41wtwzCZkXwpnakmwJ239F,4.81E-06,2,0.134,-5.313,1,Si Veo a Tu Mamá,84,0.0646,129.928,1
0.297,2020,0.125,"['Mike WiLL Made-It', 'Nicki Minaj', 'YoungBoy Never Broke Again']",0.755,171165,0.81,1,5iZ5wjTTxSIv8Cfrhj6Jla,0,10,0.382,-4.061,0,What That Speed Bout!?,78,0.235,101.93,2
0.782,2020,0.189,['DaBaby'],0.751,126859,0.678,1,6Et7bBOxtMxcCa7MyjKpr3,0,1,0.51,-5.956,0,Brother’s Keeper,69,0.357,154.896,1
0.334,2020,0.038,"['The Kid LAROI', 'Lil Mosey']",0.389,183567,0.768,1,1EWkw4Fa6IlnsAihLUlFFM,0,1,0.119,-4.765,1,WRONG (feat. Lil Mosey),80,0.256,90.146,3
0.444,2020,0.268,"['Lil Durk', 'Lil Baby', 'Polo G']",0.837,169532,0.482,1,2h4cmbyb6S7e8igDZIITJU,0,8,0.0991,-8.608,0,3 Headed Goat (feat. Lil Baby & Polo G),77,0.365,143.01,2
0.134,2020,0.00301,"['Future', 'Lil Uzi Vert']",0.801,280666,0.596,1,76MjtLfZoTNc3BDqUVjuRH,0,1,0.162,-4.72,1,Patek,77,0.0534,120.028,2
0.0978,2020,0.556,['Selena Gomez'],0.488,206459,0.343,0,4l0Mvzj72xxOpRrp6h8nHi,0,4,0.21,-8.985,1,Lose You To Love Me,84,0.0436,102.819,1
0.503,2020,0.18,"['Manuel Turizo', 'Rauw Alejandro', 'Myke Towers']",0.736,216107,0.632,0,7ndTONDDRFGiPnnhOzOXxq,0,11,0.349,-4.939,0,La Nota,92,0.0648,92.03,1
0.667,2020,0.777,['Pink Sweat$'],0.813,170345,0.415,0,0ri0Han4IRJhzvERHOZTMr,0,0,0.131,-5.926,1,At My Worst,85,0.0349,91.921,4
0.49,2020,0.0236,['Lil Uzi Vert'],0.775,234627,0.72,1,3kW4z2pIj5VY5fLjBrMRL5,0,11,0.114,-5.353,0,P2,79,0.193,155.086,1
0.511,2020,0.00399,"['DaBaby', 'NoCap', 'Polo G']",0.892,154315,0.458,1,49oXk8rg7uaqkbDSEVblMx,0,11,0.209,-9.37,1,Handgun (feat. NoCap & Polo G),67,0.4,139.952,2
0.232,2020,0.627,['Madison Beer'],0.378,223270,0.461,0,4PV0uE5pZSh44E3NqNNDEH,0,9,0.386,-6.202,1,Selfish,81,0.0275,75.363,3
0.486,2020,0.538,['Juice WRLD'],0.661,147548,0.665,1,7pbg3ABlAZv2NiIdKbBBFm,0,4,0.0981,-6.356,0,Up Up And Away,78,0.053,75.059,4
0.802,2020,0.144,['Tory Lanez'],0.929,132024,0.7,1,4xqIYGwwZTEem9U8A42SPF,0,0,0.349,-5.595,0,Broke In A Minute,78,0.0906,120.009,1
0.435,2020,0.0689,"['MEDUZA', 'Dermot Kennedy']",0.632,167903,0.595,0,6ft4hAq6yde8jPZY2i5zLr,0,8,0.209,-7.644,0,Paradise (feat. Dermot Kennedy),86,0.0401,124.114,1
0.448,2020,0.0798,['DaBaby'],0.91,172099,0.657,1,0lQ1lmYqurunIRdoVVVHM1,0,0,0.307,-8.489,0,Gucci Peacoat,67,0.235,122.911,3
0.304,2020,0.0946,"['Jhay Cortez', 'Bad Bunny']",0.807,227520,0.606,1,2tFwfmceQa1Y6nRPhYbEtC,0,3,0.119,-8.871,0,CÓMO SE SIENTE - Remix,85,0.088,92.988,2
0.729,2020,0.00488,"['Joji', 'Diplo']",0.528,163906,0.749,1,6Ed1q0X8oSKSm4IIhiQbYg,9.60E-05,7,0.0949,-7.571,1,Daylight,80,0.0479,163.944,1
0.623,2020,0.00494,"['Kanye West', 'DaBaby', '2 Chainz']",0.733,191353,0.743,0,20m8ZHA6Jevqo1xnhQffQu,0,2,0.261,-5.045,1,Nah Nah Nah (feat. DaBaby & 2 Chainz) - Remix,74,0.371,150.024,1
0.124,2020,0.0104,['Trippie Redd'],0.735,101353,0.662,1,3v84EI4rMdsqJ95MxwIjQa,0,1,0.153,-7.862,1,Sleepy Hollow,77,0.05,87.999,2
0.634,2020,0.218,"['Tyla Yaweh', 'Post Malone']",0.457,224638,0.621,1,5QZKcQDp0tCcvMdyqEciBV,0,10,0.0944,-5.923,1,Tommy Lee (feat. Post Malone),80,0.138,85.359,4
0.725,2020,0.276,"['Future', 'Lil Uzi Vert']",0.872,196835,0.699,1,669gYFBhezfYPXQP1hBMOX,0,1,0.103,-6.127,1,Heart In Pieces,68,0.0487,138.929,4
0.252,2020,0.0236,['The Weeknd'],0.537,198267,0.746,1,6bnF93Rx87YqUBLSgjiMU8,1.01E-06,10,0.156,-5.507,0,Heartless,80,0.15,170.062,3
0.17,2020,0.00103,['CORPSE'],0.792,92856,0.829,1,3pXVmZh293nWtqxildz9jf,0.0755,2,0.582,-6.612,1,Miss YOU!,79,0.256,93.044,3
0.479,2020,0.0773,"['Future', 'Lil Uzi Vert']",0.942,189147,0.566,1,0anUgBvnA4u5LsHUeLRprc,0,11,0.11,-4.834,1,Tic Tac,67,0.226,132.858,2
0.199,2020,0.00257,"['K/DA', 'Madison Beer', '(G)I-DLE', 'Lexie Liu', 'Jaira Burns', 'Seraphine', 'League of Legends']",0.66,217088,0.787,0,6juLaduD4STCUDWT0AYun4,0,1,0.323,-4.592,0,MORE,85,0.032,142.018,2
0.669,2020,0.1,"['Blake Shelton', 'Gwen Stefani']",0.538,170173,0.745,0,2DwbFtfC6sXBiVDPmju8Dd,0,8,0.063,-5.774,1,Happy Anywhere (feat. Gwen Stefani),76,0.0387,165.755,1
0.281,2020,0.000647,"['21 Savage', 'Metro Boomin']",0.635,201856,0.793,1,3CDVMejYHnB1SkEEx0T1N4,0.747,10,0.113,-4.333,0,Many Men,77,0.0322,77.594,2
0.595,2020,0.0103,"['Miley Cyrus', 'Dua Lipa']",0.781,169333,0.67,0,5JqZ3oqF00jkT81foAFvqg,0,3,0.0761,-3.912,0,Prisoner (feat. Dua Lipa),85,0.0452,127.99,1
0.213,2020,0.0135,['BRS Kash'],0.9,218182,0.521,1,31iqpzg1ZXLLgq0L5iIwLe,0,4,0.0951,-7.286,0,Throat Baby (Go Baby),76,0.147,132.007,2
0.234,2020,0.168,['Juice WRLD'],0.567,176650,0.545,1,1YM6c2sxbf2Jacl9IFgn4I,0,1,0.112,-6.668,0,Titanic,77,0.0448,174.146,2
0.715,2020,0.689,"['Future', 'Lil Uzi Vert']",0.66,210411,0.633,1,4Y4Xmm8OLUJSdR9OkaxV97,0,3,0.129,-5.782,0,Baby Sasuke,67,0.149,145.995,1
0.518,2020,0.445,"['Future', 'Lil Uzi Vert']",0.781,216541,0.469,1,6vbe3GmRG30x2nraEvHudq,0,10,0.0921,-8.456,0,Because of You,67,0.0549,132.989,4
0.298,2020,0.0168,"['Moneybagg Yo', 'City Girls', 'DaBaby']",0.913,177704,0.625,1,7HbnX1fxCAoPa7nRVFSEFW,0,10,0.125,-6.901,0,Said Sum (feat. City Girls & DaBaby) - Remix,78,0.334,126.915,3
0.717,2020,0.00285,['The Weeknd'],0.667,237520,0.719,1,7szuecWAPwGoV1e5vGu8tl,8.10E-05,7,0.0736,-5.371,0,In Your Eyes,85,0.0346,100.021,1
0.361,2020,0.0673,"['G-Eazy', 'blackbear']",0.569,214363,0.865,1,3QGppKBPd9gHOgHJzRbVIw,0,4,0.312,-3.844,0,Hate The Way (feat. blackbear),80,0.266,82.011,3
0.887,2020,0.0374,"['BLACKPINK', 'Selena Gomez']",0.785,175813,0.719,0,4JUPEh2DVSXFGExu4Uxevz,0.000108,4,0.0519,-3.886,1,Ice Cream (with Selena Gomez),82,0.354,159.953,1
0.702,2020,0.0382,"['DaBaby', 'Meek Mill']",0.703,178949,0.555,1,3y3lDeOb2c3FYCniav00EY,0,8,0.246,-8.199,1,8 Figures (feat. Meek Mill),63,0.382,177.205,1
0.562,2020,0.168,"['Saweetie', 'Jhené Aiko']",0.865,189496,0.792,1,3MEruRteiUZXkStfTlZqRn,1.46E-05,4,0.107,-4.207,1,Back to the Streets (feat. Jhené Aiko),77,0.0677,101.985,4
0.897,2020,0.0313,"['Migos', 'YoungBoy Never Broke Again']",0.852,195681,0.745,1,6mtjo5kIHKlboGE84lf1FJ,0,11,0.0824,-3.667,0,Need It,77,0.171,148.007,1
0.488,2020,0.81,['$NOT'],0.847,120000,0.448,1,0j8ppsOOawdPCJnSTcXgOy,1.35E-05,0,0.325,-10.14,1,GOSHA,78,0.416,79.975,1
0.586,2020,0.0326,"['Bad Bunny', 'Daddy Yankee']",0.744,206420,0.868,1,69vlMrzHwATKzupwNcUPyK,0,1,0.0822,-4.524,1,La Santa,84,0.047,93.037,4
0.545,2020,0.0118,['Megan Thee Stallion'],0.863,176750,0.633,1,1E3VQQWFQAPJkXfYHjqWoI,0,10,0.285,-5.002,0,Captain Hook,77,0.287,163.991,1
0.303,2020,0.232,['The Kid LAROI'],0.719,126521,0.598,0,3qgPpwtuRu5oP8EtFSj8HE,0,9,0.115,-6.254,1,SO DONE,80,0.077,142.592,2
0.769,2020,0.121,['TWICE'],0.657,205493,0.88,0,37ZtpRBkHcaq6hHy0X98zn,0,10,0.463,-3.672,0,I CAN'T STOP ME,86,0.102,150.084,1
0.307,2020,0.185,"['Octavian', 'Skepta']",0.866,161668,0.563,1,6Juv5N0dNU1imms9c9u1dA,0,11,0.0889,-6.964,0,Papi Chulo,85,0.108,127.954,2
0.377,2020,0.554,"['Jhené Aiko', 'H.E.R.']",0.617,212867,0.525,1,63wx9vdskaXbYxyDx4oJCZ,1.10E-06,8,0.135,-10.426,0,B.S. (feat. H.E.R.),76,0.12,135.781,2
0.906,2020,0.139,"['Ozuna', 'J Balvin', 'Chencho Corleone']",0.714,230693,0.761,0,5y7DaS3jAc9eZzcSOoUIwU,0.00035,5,0.241,-4.596,0,Una Locura,91,0.0427,168.022,1
